0.02
False,-158.870424259683,-1151.15488265685,1093.67106484627,False,-173.234586837957,-1168.41068414536,1114.821115229,False,-146.435301655148,-1174.72558275474,1089.00586430698,False,-158.854010378413,-1174.21793210523,1103.8153300828
False,-159.2259530171,-1151.13005350696,1093.53428367833,False,-173.678245385044,-1168.37611025321,1114.63218060657,False,-146.886791089116,-1174.74162950881,1088.82123424191,False,-159.314155382563,-1174.2173557526,1103.62285799903
False,-157.568606169537,-1151.22272302409,1094.15457288733,False,-172.170480502596,-1168.4557497336,1115.15991837768,False,-145.030454677361,-1174.78064779282,1089.7056167045,False,-157.639039353185,-1174.26161042601,1104.3533641349
False,-158.753532917719,-1151.1719067566,1093.67116309714,False,-173.184659898409,-1168.3866647508,1114.80907132019,False,-146.321978848968,-1174.75778368178,1089.07364784734,False,-158.779149617296,-1174.21984140118,1103.84970370309
False,-158.258184289222,-1151.15200890538,1093.91442198731,False,-172.729088484614,-1168.43407694284,1114.97005161205,False,-145.880710031514,-1174.74418599468,1089.20468902744,False,-158.336835467246,-1174.24803473393,1103.98308830329
False,-156.454744610393,-1151.19382153184,1094.60830537597,False,-171.257382128612,-1168.44293220802,1115.45936257131,False,-144.07402194621,-1174.81663051356,1090.06354185161,False,-156.730541135181,-1174.29151492478,1104.66967370567
False,-156.27864357801,-1151.19264020081,1094.67731463173,False,-171.115605420942,-1168.45174079019,1115.49568375362,False,-143.853452472441,-1174.8008515323,1090.17828617171,False,-156.551055374897,-1174.28584313283,1104.74907746734
False,-156.050556020524,-1151.20096466285,1094.75779372083,False,-170.890520018881,-1168.45179523329,1115.58087696841,False,-143.68482402074,-1174.83111798039,1090.21039889904,False,-156.356843752078,-1174.30528185264,1104.80305884834
False,-156.659763202179,-1151.21178693879,1094.4793539176,False,-171.435855872409,-1168.42743992156,1115.37683846851,False,-144.197551151313,-1174.8123007214,1090.04276813998,False,-156.875672636095,-1174.27121330751,1104.6295694387
False,-156.648477952029,-1151.21740666261,1094.57174117771,False,-171.396363123428,-1168.48685884809,1115.44474735704,False,-144.222317432398,-1174.81653436996,1090.02795646021,False,-156.866904195595,-1174.31049059518,1104.64509220517
False,-156.706939376987,-1151.24101787096,1094.45025181044,False,-171.418061872387,-1168.46572980691,1115.38607413552,False,-144.16798568947,-1174.80842122473,1090.05407017754,False,-156.842481549676,-1174.28160527187,1104.64454418431
False,-156.776906391511,-1151.23279756669,1094.50370439608,False,-171.437582356144,-1168.48930995654,1115.44872392763,False,-144.283676360826,-1174.80553167212,1090.00707415093,False,-156.906834579298,-1174.2978209348,1104.64266154943
False,-158.296404600558,-1151.17402996016,1093.86734367221,False,-172.681799130418,-1168.43108397631,1115.00193601939,False,-145.875747471051,-1174.75092585133,1089.19492139094,False,-158.300517369212,-1174.24250558953,1103.99927595018
False,-158.649120334555,-1151.14716864014,1093.7456353927,False,-173.078797966932,-1168.39452977033,1114.85794034143,False,-146.281519950109,-1174.74731316629,1089.04990196312,False,-158.708413301641,-1174.22675825796,1103.85205235817
False,-158.430287577156,-1151.13577342778,1093.89030646852,False,-172.912446815881,-1168.42343423614,1114.93360303387,False,-146.096771079463,-1174.74208705335,1089.13629750988,False,-158.539428739928,-1174.24600441136,1103.92604005184
False,-158.62128409103,-1151.14132166676,1093.76944006785,False,-173.071530601355,-1168.40827607301,1114.85163976573,False,-146.252524458838,-1174.73824104378,1089.06057030516,False,-158.692269473676,-1174.23114052867,1103.85238916337
False,-158.061516873566,-1151.12204369103,1094.00920650641,False,-172.590566266899,-1168.41610797434,1115.01488543066,False,-145.731706930727,-1174.73161649919,1089.26177225661,False,-158.200750361912,-1174.23886059112,1104.02938748815
False,-158.086911131955,-1151.11719643055,1093.98349187919,False,-172.525987998307,-1168.395731115,1115.06385670487,False,-145.722320260349,-1174.71207813979,1089.25351058207,False,-158.153459079287,-1174.21296549,1104.05283442905
False,-158.024296816333,-1151.12848338691,1094.02173556187,False,-172.580055763977,-1168.40899417063,1115.02007624131,False,-145.738868739977,-1174.75763571402,1089.25668670074,False,-158.20351403136,-1174.25124554632,1104.02755325821
False,-156.896125012501,-1151.19982032102,1094.38532433691,False,-171.598895081715,-1168.41679080999,1115.3333782382,False,-144.421225109082,-1174.79037023413,1089.93143832988,False,-157.061192180194,-1174.25266191651,1104.55143881917
False,-156.616305014628,-1151.19155074469,1094.55031813819,False,-171.473331958586,-1168.46290352109,1115.34420200911,False,-144.214144427501,-1174.80630586383,1090.02218090521,False,-156.913184003611,-1174.29757414498,1104.59194061439
False,-158.596443953585,-1151.13181296072,1093.76041284244,False,-173.294455712524,-1168.37908994676,1114.68686427785,False,-146.304813540233,-1174.77688066923,1089.09127285655,False,-158.857573557268,-1174.24504304678,1103.78643113397
False,-157.706460843615,-1151.16739922422,1094.13238671641,False,-172.126528192109,-1168.45870497194,1115.21529178146,False,-145.364055331717,-1174.76532897634,1089.3598600313,False,-157.77361278495,-1174.27369965545,1104.17753517034
False,-157.117055745578,-1151.19709399293,1094.29689019756,False,-171.871444147374,-1168.46686263403,1115.16503809693,False,-144.669165306037,-1174.78929227731,1089.77666043771,False,-157.327663080929,-1174.28519715213,1104.38181823516
False,-156.706361165297,-1151.21229760725,1094.50813430169,False,-171.405270396695,-1168.44890929255,1115.44274124319,False,-144.278550085039,-1174.81440343682,1089.98437640262,False,-156.894513638982,-1174.28642112109,1104.62544912222
False,-158.241181390252,-1151.14372362422,1093.89948269304,False,-172.703217878921,-1168.39161241812,1114.98920330597,False,-145.904198349502,-1174.75633477021,1089.18591528747,False,-158.336396933369,-1174.23298374954,1103.9835115173
False,-159.081866954045,-1151.137784063,1093.68108400929,False,-173.325217581794,-1168.41859462745,1114.89233177807,False,-146.723130670558,-1174.71943567875,1088.87051045564,False,-159.034423709817,-1174.22512646387,1103.76984044736
False,-159.094784260942,-1151.15345884046,1093.66753362006,False,-173.325580136492,-1168.43050947883,1114.89026795769,False,-146.712751388554,-1174.72726079471,1088.87844218897,False,-159.027236019928,-1174.23251371842,1103.77511986202
False,-156.654171845404,-1151.23010503821,1094.49729533522,False,-171.306324456832,-1168.49788385857,1115.43899348128,False,-144.118515976538,-1174.78520594176,1090.02640876456,False,-156.756109022772,-1174.28924879355,1104.64993708728
False,-158.588783665033,-1151.19069317196,1093.75190680891,False,-172.924025324051,-1168.41608113679,1114.94632444226,False,-146.145743667251,-1174.76322875547,1089.11719051294,False,-158.550777657889,-1174.23553347579,1103.93741255863
False,-156.716352918548,-1151.2303187469,1094.47036076674,False,-171.40279240353,-1168.4730083553,1115.40871392787,False,-144.212945258442,-1174.80440669051,1090.0092568811,False,-156.856248404011,-1174.28744966332,1104.62712105826
False,-158.33537912549,-1151.14468979192,1093.89705455105,False,-172.727386920079,-1168.42518664248,1115.00797644035,False,-145.937998793302,-1174.7246880524,1089.1786950585,False,-158.35602557962,-1174.23059434884,1103.98919114226
False,-159.483918158575,-1151.12301156778,1093.51215787357,False,-173.695593587625,-1168.41091296398,1114.7388681602,False,-147.074657615912,-1174.68381451688,1088.729575878,False,-159.390214157009,-1174.19936320173,1103.62570578167
False,-158.464668936675,-1151.15753700133,1093.79440883156,False,-172.877290399716,-1168.42904347851,1114.89862379801,False,-146.070090048248,-1174.7420187176,1089.09112171295,False,-158.499172752242,-1174.24099259691,1103.89210776335
False,-159.186080322262,-1151.11976767172,1093.62979388601,False,-173.467424563758,-1168.38957001208,1114.82445398139,False,-146.852919676006,-1174.71524181779,1088.82136153627,False,-159.175195827298,-1174.21034320295,1103.71125407922
