0.02
False,-161.149839245872,-1154.33078681697,1104.79077073801,False,-175.973697546185,-1179.08813626412,1115.68771325516,False,-142.865327218557,-1173.26339056008,1098.52918876571,False,-158.362337955647,-1179.09353552458,1108.51189280861
False,-161.360111303105,-1154.31577109523,1104.71034523786,False,-176.161209761423,-1179.07609437869,1115.63144216555,False,-143.080123542969,-1173.24414316345,1098.42281379041,False,-158.560634317521,-1179.07750799844,1108.42920939329
False,-161.149769615811,-1154.33083002437,1104.79040181429,False,-175.973702454442,-1179.08792344119,1115.68782460705,False,-142.865254240391,-1173.26359250751,1098.52930960849,False,-158.362313198249,-1179.09350064404,1108.51207710437
False,-161.323742731123,-1154.29410239741,1104.72810689965,False,-176.161160894433,-1179.03984101448,1115.63296477681,False,-143.073444730057,-1173.24569991206,1098.42431059253,False,-158.561538245532,-1179.06280026872,1108.42844047958
False,-160.9491761369,-1154.33300347642,1104.85976502748,False,-175.80001377744,-1179.0912069573,1115.71796306176,False,-142.665794186124,-1173.27000869119,1098.60820111881,False,-158.179071566771,-1179.09998015888,1108.56570932607
False,-160.985289218633,-1154.34353604126,1104.83815451313,False,-175.821457697756,-1179.10311597254,1115.71325401904,False,-142.690495314478,-1173.27391124274,1098.59991084188,False,-158.200416530117,-1179.10628547323,1108.56123940893
False,-161.339119374396,-1154.32400802958,1104.72168070912,False,-176.148754225879,-1179.08331072503,1115.63351503606,False,-143.065947280306,-1173.25641253208,1098.42648295688,False,-158.548322126919,-1179.08816622528,1108.43093347009
False,-161.523624140087,-1154.31544960561,1104.65823300207,False,-176.339867519131,-1179.07787402564,1115.55400060942,False,-143.25954562706,-1173.24981740359,1098.34258374588,False,-158.741425537413,-1179.08370069225,1108.34655857174
False,-161.184186250586,-1154.30497726176,1104.78367975175,False,-175.982720545382,-1179.07620061993,1115.68351272495,False,-142.878777813627,-1173.21914669269,1098.52744365801,False,-158.370604454102,-1179.06406103542,1108.5095574506
False,-161.681479958845,-1154.29596864765,1104.607246587,False,-176.478511429579,-1179.06490903356,1115.51430552107,False,-143.374695816144,-1173.21078399585,1098.35699154721,False,-158.866283864164,-1179.05373940447,1108.34062234686
