0.02
False,90.9368853396366,1479.4444859652,1146.38719931656,False,91.594853567521,1477.99891948951,1177.19132076408,False,80.202196219863,1503.64670963277,1151.95434332522,False,83.879236033196,1492.08510028114,1167.00794354285,172.029388427734,1549.93383789063,1155.16979980469
False,49.3885154839397,1475.23562297083,1158.77638375088,False,71.5519588809825,1473.47125171975,1180.15593598315,False,59.4901944080485,1500.22326381694,1156.42093024321,False,66.8921951675855,1489.12615967449,1170.41617859786,150.784561157227,1548.470703125,1164.15991210938,49.3885154839397,1475.23562297083,1158.77638375088,71.5519588809825,1473.47125171975,1180.15593598315,59.4901944080485,1500.22326381694,1156.42093024321,66.8921951675855,1489.12615967449,1170.41617859786
False,47.7073070952983,1475.30548901203,1159.01188227732,False,69.7360980972954,1473.38793317932,1180.51704048173,False,58.1049334763635,1500.1657297422,1156.59691440095,False,65.3062264250078,1489.04978026997,1170.68163517557,149.803756713867,1548.76989746094,1165.29602050781,47.7073070952983,1475.30548901203,1159.01188227732,69.7360980972954,1473.38793317932,1180.51704048173,58.1049334763635,1500.1657297422,1156.59691440095,65.3062264250078,1489.04978026997,1170.68163517557
False,45.009911093865,1475.67249437595,1158.93109744264,False,66.7414231583415,1473.49473760076,1180.71217275121,False,56.1008167267678,1500.20486872488,1156.26113594244,False,62.8442759518819,1489.11708107454,1170.59253625088,146.58235168457,1548.96350097656,1165.29333496094,45.009911093865,1475.67249437595,1158.93109744264,66.7414231583415,1473.49473760076,1180.71217275121,56.1008167267678,1500.20486872488,1156.26113594244,62.8442759518819,1489.11708107454,1170.59253625088
False,44.1312750561444,1476.03813839331,1158.635588186,False,65.3794003892349,1474.03382340566,1180.90476809989,False,55.5394074640177,1500.40073194848,1155.75586188015,False,61.8627401319575,1489.50782904842,1170.4242783755,145.803192138672,1549.21691894531,1165.01391601563,44.1312750561444,1476.03813839331,1158.635588186,65.3794003892349,1474.03382340566,1180.90476809989,55.5394074640177,1500.40073194848,1155.75586188015,61.8627401319575,1489.50782904842,1170.4242783755
False,43.8566576290112,1476.3952169728,1157.91432592107,False,65.0535961906342,1474.68888455779,1180.25699156513,False,54.9180783283864,1500.9232547815,1155.08685236105,False,61.3482515210072,1490.1156999099,1169.77194488751,145.452362060547,1549.87512207031,1165.22351074219,43.8566576290112,1476.3952169728,1157.91432592107,65.0535961906342,1474.68888455779,1180.25699156513,54.9180783283864,1500.9232547815,1155.08685236105,61.3482515210072,1490.1156999099,1169.77194488751
False,43.1703202235083,1476.60176125348,1157.95681672029,False,64.5989659543962,1474.79928900444,1180.06972513844,False,54.2419060333644,1501.11947381388,1155.08000740669,False,60.8087561513981,1490.26098777883,1169.66671617374,145.213043212891,1549.97802734375,1165.09008789063,43.1703202235083,1476.60176125348,1157.95681672029,64.5989659543962,1474.79928900444,1180.06972513844,54.2419060333644,1501.11947381388,1155.08000740669,60.8087561513981,1490.26098777883,1169.66671617374
False,42.9157221950207,1476.95009982177,1157.73351451616,False,64.2726468950087,1475.01606794264,1179.90461667251,False,54.0677983471855,1501.44389438095,1154.9659345344,False,60.5590204077983,1490.52100067914,1169.53839971499,145.244186401367,1550.13757324219,1165.23291015625,42.9157221950207,1476.95009982177,1157.73351451616,64.2726468950087,1475.01606794264,1179.90461667251,54.0677983471855,1501.44389438095,1154.9659345344,60.5590204077983,1490.52100067914,1169.53839971499
False,42.825335671723,1477.1111570789,1157.77363955149,False,64.186305234821,1475.11381271876,1179.93522969321,False,54.0122800282017,1501.59264681585,1155.03809397689,False,60.492085520686,1490.63916764754,1169.59267150389,145.365280151367,1550.16735839844,1165.44104003906,42.825335671723,1477.1111570789,1157.77363955149,64.186305234821,1475.11381271876,1179.93522969321,54.0122800282017,1501.59264681585,1155.03809397689,60.492085520686,1490.63916764754,1169.59267150389
False,42.7109145417999,1477.58981307914,1157.80034280614,False,64.1150130320347,1475.39219800267,1179.9012825729,False,54.1010823767001,1501.97586322504,1155.05099591261,False,60.5263275807475,1490.95634039134,1169.57988618978,145.218963623047,1550.58557128906,1165.7158203125,42.7109145417999,1477.58981307914,1157.80034280614,64.1150130320347,1475.39219800267,1179.9012825729,54.1010823767001,1501.97586322504,1155.05099591261,60.5263275807475,1490.95634039134,1169.57988618978
